,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
3115,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,115.0,-0.3413745311361879,-0.016572504972290344,-0.07205986922307171
3571,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,105.0,-0.06503805841271584,-0.016593947299822585,0.5778113252998179
732,2.8961395749235495,4.507903108667672,3.8212212388827127,3.674159478775039,850.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
621,1.3992752451585293,-0.24946711180638964,-0.43915146595189763,1.141548954912643,130.0,-0.06503805841271584,-0.016572504972290344,-0.3798935929444404
2524,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,28.0,0.2112984143107562,-0.016600859629092843,-0.5167085812650488
1481,-1.0954986377831712,-0.24946711180638964,-2.1433005478857416,-0.5468580609956214,69.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
773,0.40136569198184907,0.9398754433121258,-0.43915146595189763,1.141548954912643,125.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
3598,1.8982300217468695,3.3185605535491565,2.1170721569488684,1.141548954912643,105.0,-0.3413745311361879,-0.016572504972290344,-0.4483010871047446
2680,-0.09758908460649103,0.9398754433121258,-0.43915146595189763,0.29734544695851073,125.0,-0.3413745311361879,-0.01660252423083548,0.3041813486586012
625,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,150.0,-0.3413745311361879,-0.016572504972290344,-0.34568984586428836
2276,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,165.0,-0.3413745311361879,-0.016572504972290344,0.20157010741814493
3240,-0.5965438611948312,-0.24946711180638964,1.2649976159819465,0.29734544695851073,85.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
1578,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,72.0,-0.06503805841271584,-0.016603398852090084,0.06475511909753662
2294,0.40136569198184907,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,91.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
2189,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,70.0,0.2112984143107562,-0.016601452114458865,0.23577385449829702
1517,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,88.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
103,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,249.0,0.4876348870342282,-0.016593947299822585,-0.3114860987841363
2183,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,110.0,-0.3413745311361879,-0.016604160618989255,-0.5167085812650488
2561,1.8982300217468695,2.1292179984306414,3.8212212388827127,1.985752462866775,650.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
3305,4.39300390468857,5.697245663786187,8.081593943717325,3.674159478775039,2000.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
3253,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,80.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
2807,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,90.0,-0.3413745311361879,-0.016572504972290344,-0.3114860987841363
923,1.3992752451585293,-0.24946711180638964,0.41292307501502445,0.29734544695851073,220.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
2614,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,100.0,-0.06503805841271584,-0.016572504972290344,-0.4825048341848967
2277,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,108.0,-0.3413745311361879,-0.016572504972290344,-0.3798935929444404
1053,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,190.0,-0.06503805841271584,-0.016602129240591464,-0.2430786046238321
1202,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,85.0,-0.3413745311361879,-0.016602552444424337,0.5094038311395137
719,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,69.0,-0.06503805841271584,-0.016593947299822585,-0.34568984586428836
3280,0.9003204685701892,-1.438809666924905,-0.43915146595189763,1.141548954912643,80.0,-0.3413745311361879,-0.016572504972290344,1.7749424731051406
2174,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,55.0,-0.06503805841271584,-0.016572504972290344,-0.4825048341848967
1275,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,89.0,-0.06503805841271584,-0.016572504972290344,2.2195911851471175
3257,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,55.0,-0.06503805841271584,-0.016603850269511816,-0.07205986922307171
1185,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,68.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
3567,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,100.0,-0.3413745311361879,-0.01660407597822268,3.0404811150707673
3459,2.8961395749235495,2.1292179984306414,0.41292307501502445,3.674159478775039,375.0,0.2112984143107562,-0.016572504972290344,0.20157010741814493
1980,-1.0954986377831712,-0.24946711180638964,1.2649976159819465,-0.5468580609956214,20.0,-0.3413745311361879,-0.016603850269511816,-0.07205986922307171
505,-0.5965438611948312,-0.24946711180638964,1.2649976159819465,-0.5468580609956214,110.0,-0.3413745311361879,-0.016572504972290344,-0.07205986922307171
1050,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,149.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
1314,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,120.0,-0.06503805841271584,-0.016572504972290344,0.9198487961013387
1694,1.3992752451585293,2.1292179984306414,1.2649976159819465,1.985752462866775,120.0,0.7639713597577003,-0.016572504972290344,-0.4483010871047446
3470,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,175.0,-0.06503805841271584,-0.016603850269511816,-0.5167085812650488
3648,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,150.0,-0.3413745311361879,-0.016572504972290344,0.3041813486586012
1918,-0.5965438611948312,-0.24946711180638964,-1.2912260069188197,-0.5468580609956214,58.0,-0.3413745311361879,-0.016572504972290344,0.33838509573875325
3501,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,100.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
3141,1.3992752451585293,2.1292179984306414,-0.43915146595189763,1.141548954912643,150.0,-0.3413745311361879,-0.016572504972290344,0.1331626132578408
2585,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,500.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
655,-1.0954986377831712,-0.24946711180638964,1.2649976159819465,-0.5468580609956214,85.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
2550,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,1.141548954912643,200.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
3710,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,120.0,-0.3413745311361879,-0.016572504972290344,6.289837087685216
886,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,195.0,-0.06503805841271584,-0.016572504972290344,-0.20887485754368004
911,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,175.0,-0.06503805841271584,-0.016572504972290344,-0.41409734002459253
1965,-0.5965438611948312,-0.24946711180638964,1.2649976159819465,-0.5468580609956214,60.0,-0.3413745311361879,-0.016572504972290344,0.7146263136204262
1227,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,175.0,-0.06503805841271584,-0.016572504972290344,-0.5167085812650488
828,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,155.0,0.2112984143107562,-0.016572504972290344,-0.17467111046352796
516,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,100.0,0.2112984143107562,-0.016595781183098367,-0.4483010871047446
2273,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,150.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
2639,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,79.0,-0.3413745311361879,-0.016572504972290344,-0.4483010871047446
2372,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,70.0,0.2112984143107562,-0.016572504972290344,1.4329050023036198
230,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,259.0,0.2112984143107562,-0.016572504972290344,-0.4483010871047446
3262,2.8961395749235495,3.3185605535491565,2.1170721569488684,3.674159478775039,155.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
1469,-0.09758908460649103,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,69.0,-0.3413745311361879,-0.016572504972290344,3.8613710449944176
1858,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,95.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
369,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,115.0,-0.06503805841271584,-0.016603511706445515,-0.3798935929444404
3210,1.3992752451585293,0.9398754433121258,-0.43915146595189763,2.829955970820907,175.0,-0.3413745311361879,-0.016572504972290344,-0.14046736338337587
3387,-0.09758908460649103,-1.438809666924905,-0.43915146595189763,0.29734544695851073,105.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
2201,2.8961395749235495,2.1292179984306414,2.1170721569488684,1.985752462866775,178.0,0.2112984143107562,-0.016572504972290344,-0.3798935929444404
2794,0.40136569198184907,0.9398754433121258,-0.43915146595189763,-0.5468580609956214,299.0,-0.06503805841271584,-0.016572504972290344,-0.34568984586428836
2259,0.9003204685701892,0.9398754433121258,2.1170721569488684,0.29734544695851073,300.0,-0.06503805841271584,-0.016594088367766872,-0.5167085812650488
2377,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,159.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
700,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,59.0,-0.06503805841271584,-0.016572504972290344,-0.2430786046238321
718,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,100.0,0.4876348870342282,-0.016572504972290344,-0.5167085812650488
3585,0.9003204685701892,0.9398754433121258,0.41292307501502445,1.141548954912643,139.0,0.2112984143107562,-0.016572504972290344,0.2699776015784491
778,1.8982300217468695,2.1292179984306414,0.41292307501502445,1.985752462866775,192.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
2906,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,115.0,-0.3413745311361879,-0.016572504972290344,-0.037856122142919627
427,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,80.0,0.2112984143107562,-0.016583649339889338,2.1169799439066614
3440,-1.0954986377831712,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,65.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
3565,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,96.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
1321,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,75.0,-0.06503805841271584,-0.01660297564825721,-0.2430786046238321
1114,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,100.0,0.7639713597577003,-0.016603342424912366,-0.5167085812650488
1681,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,55.0,-0.3413745311361879,-0.016572504972290344,0.06475511909753662
348,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,159.0,0.2112984143107562,-0.016593947299822585,-0.20887485754368004
2910,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,125.0,-0.3413745311361879,-0.016603991337456107,-0.10626361630322378
3413,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,125.0,-0.3413745311361879,-0.016572504972290344,-0.2430786046238321
1290,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,98.0,0.4876348870342282,-0.016572504972290344,-0.4483010871047446
2134,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,70.0,-0.06503805841271584,-0.016572504972290344,-0.10626361630322378
1970,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,1.141548954912643,75.0,-0.3413745311361879,-0.016572504972290344,-0.037856122142919627
1104,1.3992752451585293,0.9398754433121258,-0.43915146595189763,0.29734544695851073,150.0,-0.06503805841271584,-0.016604104191811537,-0.2430786046238321
2805,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,168.0,0.2112984143107562,-0.016603850269511816,0.5436075782196658
1041,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,135.0,-0.06503805841271584,-0.016604047764633822,0.2699776015784491
1425,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,119.0,-0.06503805841271584,-0.016572504972290344,-0.3798935929444404
1055,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,109.0,-0.3413745311361879,-0.016572504972290344,1.022460037341795
707,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,47.0,-0.3413745311361879,-0.016572504972290344,1.1934787727425553
882,0.40136569198184907,0.9398754433121258,-0.43915146595189763,-0.5468580609956214,220.0,0.4876348870342282,-0.016572504972290344,0.06475511909753662
1121,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,105.0,-0.3413745311361879,-0.016572504972290344,-0.2430786046238321
352,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,36.0,-0.3413745311361879,-0.016572504972290344,0.5094038311395137
1262,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,179.0,-0.3413745311361879,-0.016572504972290344,-0.17467111046352796
2198,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,125.0,0.2112984143107562,-0.016572504972290344,0.1331626132578408
1658,5.39091345786525,3.3185605535491565,3.8212212388827127,4.518362986729171,283.0,0.4876348870342282,-0.01660170603675859,0.1331626132578408
146,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,269.0,-0.3413745311361879,-0.016572504972290344,-0.3114860987841363
154,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,99.0,-0.3413745311361879,-0.016604132405400398,1.2276825198227075
3523,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,120.0,0.7639713597577003,-0.016572504972290344,-0.2430786046238321
752,-1.0954986377831712,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,50.0,-0.3413745311361879,-0.016572504972290344,-0.2772823517039842
3354,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,110.0,0.2112984143107562,-0.016572504972290344,-0.5167085812650488
1094,1.3992752451585293,0.9398754433121258,-0.43915146595189763,1.985752462866775,169.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
957,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,70.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
3344,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,95.0,1.3166443052046444,-0.016603398852090084,-0.07205986922307171
1726,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,100.0,-0.06503805841271584,-0.016572504972290344,-0.4483010871047446
1190,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,107.0,-0.06503805841271584,-0.016572504972290344,0.06475511909753662
1319,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,150.0,0.2112984143107562,-0.016572504972290344,0.3041813486586012
973,-0.09758908460649103,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,129.0,-0.06503805841271584,-0.016572504972290344,0.5094038311395137
1556,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,85.0,-0.06503805841271584,-0.016603398852090084,-0.003652375062767547
1250,-1.0954986377831712,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,60.0,-0.06503805841271584,-0.01660407597822268,-0.3114860987841363
3157,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,70.0,0.7639713597577003,-0.01660376562874524,-0.4483010871047446
2063,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,59.0,1.0403078324811723,-0.016572504972290344,-0.4825048341848967
692,0.40136569198184907,0.9398754433121258,1.2649976159819465,0.29734544695851073,199.0,-0.06503805841271584,-0.016593919086233724,-0.5167085812650488
954,1.3992752451585293,-0.24946711180638964,4.673295779849635,1.985752462866775,36.0,-0.06503805841271584,-0.016603850269511816,-0.4483010871047446
1335,0.40136569198184907,0.9398754433121258,2.1170721569488684,0.29734544695851073,175.0,0.7639713597577003,-0.016603398852090084,-0.5167085812650488
2735,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,128.0,-0.3413745311361879,-0.016572504972290344,-0.4825048341848967
2281,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,0.29734544695851073,85.0,-0.3413745311361879,-0.016572504972290344,-0.5167085812650488
1728,-0.09758908460649103,0.9398754433121258,-0.43915146595189763,-0.5468580609956214,120.0,-0.06503805841271584,-0.016603680987978663,-0.3798935929444404
884,0.40136569198184907,-0.24946711180638964,0.41292307501502445,0.29734544695851073,198.0,-0.3413745311361879,-0.016572504972290344,-0.037856122142919627
1581,0.40136569198184907,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,97.0,-0.06503805841271584,-0.016572504972290344,3.9297785391547215
3362,2.8961395749235495,3.3185605535491565,2.1170721569488684,2.829955970820907,400.0,-0.06503805841271584,-0.016572504972290344,0.4409963369792095
1535,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,75.0,-0.06503805841271584,-0.016604132405400398,-0.4825048341848967
1103,-1.0954986377831712,-0.24946711180638964,-2.1433005478857416,-0.5468580609956214,95.0,-0.3413745311361879,-0.016572504972290344,0.4067925898990574
2689,0.9003204685701892,2.1292179984306414,2.1170721569488684,1.141548954912643,150.0,-0.06503805841271584,-0.016572504972290344,-0.4483010871047446
941,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,113.0,1.3166443052046444,-0.016572504972290344,-0.4483010871047446
3316,-0.5965438611948312,-0.24946711180638964,-0.43915146595189763,-0.5468580609956214,79.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
1880,-0.5965438611948312,-0.24946711180638964,0.41292307501502445,-0.5468580609956214,70.0,-0.3413745311361879,-0.016572504972290344,-0.14046736338337587
1621,-0.09758908460649103,0.9398754433121258,-0.43915146595189763,0.29734544695851073,100.0,-0.06503805841271584,-0.016603963123867246,0.20157010741814493
1754,-0.5965438611948312,-1.438809666924905,-0.43915146595189763,-0.5468580609956214,85.0,-0.3413745311361879,-0.016603680987978663,-0.07205986922307171
3542,0.40136569198184907,-1.438809666924905,-0.43915146595189763,0.29734544695851073,149.0,-0.3413745311361879,-0.016572504972290344,0.33838509573875325
2067,2.3971847983352093,2.1292179984306414,2.1170721569488684,5.362566494683303,285.0,-0.06503805841271584,-0.016604104191811537,-0.20887485754368004
2909,-1.0954986377831712,-0.24946711180638964,-1.2912260069188197,-0.5468580609956214,45.0,-0.3413745311361879,-0.016572504972290344,-0.41409734002459253
